,susceptible,exposed,infected,recovered,symptomatic,hospitalized,critical,deceased,quarantine_S,quarantine_E,quarantine_I,contact_traced
2020-08-04,0.9937962428327806,0.00013763746961904634,7.83302672628719e-05,0.005797558781270562,0.00017232658797831818,1.4547049634533354e-05,4.476015272164109e-06,6.250982504556683e-05,0.00020813471015563106,0.0,0.0,0.0
2020-08-05,0.9937503636762408,0.00015554153070770278,7.721126344483087e-05,0.005813224834723136,0.00018351662615872846,1.7904061088656435e-05,3.3570114541230816e-06,6.253811110013907e-05,0.0002182057445180003,0.0,0.0,0.0
2020-08-06,0.9937044845197012,0.00016337455743398996,9.175831307936423e-05,0.0058311288958117925,0.0001891116452489336,1.7904061088656435e-05,3.3570114541230816e-06,6.256542809420851e-05,0.00022603877124428748,0.0,0.0,0.0
2020-08-07,0.9936462963211631,0.00018687363761285154,9.287731689740525e-05,0.005854627975990654,0.00019694467197522078,1.6785057270615407e-05,6.714022908246163e-06,6.259039647807816e-05,0.00023834781324273878,0.0,0.0,0.0
2020-08-08,0.9935948221455332,0.00019246865670305668,0.00011078137798606169,0.005878127056169516,0.00020030168342934386,1.7904061088656435e-05,6.714022908246163e-06,6.261210268386508e-05,0.00024394283233294392,0.0,0.0,0.0
2020-08-09,0.9935545380080837,0.00018239762234068742,0.00013092344671080018,0.005897150121076213,0.00020813471015563106,2.1261072542779514e-05,6.714022908246163e-06,6.263030753953873e-05,0.0002506568552411901,0.0,0.0,0.0
2020-08-10,0.9935019448286357,0.00020365869488346694,0.00011637639707626683,0.00592624422034528,0.00022491976742624646,1.9023064906697463e-05,8.952030544328217e-06,6.26455339217406e-05,0.0002763939430561337,0.0,0.0,0.0
2020-08-11,0.9934471136415517,0.00022044375215408236,0.00012197141616647196,0.005945267285251977,0.00023610980560665674,2.1261072542779514e-05,8.952030544328217e-06,6.265903216609975e-05,0.00027863195069221576,0.0,0.0,0.0
2020-08-12,0.9933866874353775,0.00024058582087882084,0.00011973340853038991,0.0059710043730669205,0.0002517758590592311,2.2380076360820542e-05,8.952030544328217e-06,6.267261869966347e-05,0.00030325003468911836,0.0,0.0,0.0
2020-08-13,0.9933318562482936,0.00024953785142314903,0.00012420942380255402,0.005993384449427742,0.0002685609163298465,2.4618083996902597e-05,8.952030544328217e-06,6.268846334760356e-05,0.00031891608814169276,0.0,0.0,0.0
2020-08-14,0.9932647160192111,0.00026184689342160036,0.00014770850398141558,0.006020240541060726,0.0002719179277839696,2.5737087814943625e-05,8.952030544328217e-06,6.270880020223723e-05,0.0003267491148679799,0.0,0.0,0.0
2020-08-15,0.9931998137977647,0.00026520390487572344,0.00015554153070770278,0.006058286670874121,0.0002853459736004619,2.797509545102568e-05,8.952030544328217e-06,6.273557516740054e-05,0.0003502481950468415,0.0,0.0,0.0
2020-08-16,0.993152815637407,0.00023946681706077982,0.00018015961470460538,0.006095213796869475,0.00029541700796283115,2.797509545102568e-05,1.0071034362369245e-05,6.277005814140808e-05,0.00036143823322725175,0.0,0.0,0.0
2020-08-17,0.9930879134159606,0.0002517758590592311,0.00016673156888811304,0.006139973949591116,0.0003166780805056107,2.797509545102568e-05,1.0071034362369245e-05,6.281249133847385e-05,0.00038829432486023644,0.0,0.0,0.0
2020-08-18,0.9929983931105173,0.00027863195069221576,0.00017008858034223612,0.006185853106130798,0.000328987122504062,2.6856091632984652e-05,1.2309041998451299e-05,6.286188029882156e-05,0.00040507938213085184,0.0,0.0,0.0
2020-08-19,0.9929256578623447,0.00027303693160201064,0.00018799264143089256,0.006218304216853988,0.0003569622179550877,2.5737087814943625e-05,1.3428045816492326e-05,6.29160286357801e-05,0.00042410244703754927,0.0,0.0,0.0
2020-08-20,0.9928383755645375,0.0002965360117808722,0.00019023064906697462,0.006259707358121506,0.0003759852828617851,2.6856091632984652e-05,1.3428045816492326e-05,6.297185751298902e-05,0.0004453635195803288,0.0,0.0,0.0
2020-08-21,0.9927600452972746,0.00030884505377932347,0.0001857546337948105,0.006301110499389024,0.0004006033668586877,3.133210690514876e-05,1.3428045816492326e-05,6.302595417444805e-05,0.0004722196112133135,0.0,0.0,0.0
2020-08-22,0.9926738820032854,0.0003166780805056107,0.00018687363761285154,0.006354822682654993,0.0004229834432195083,3.245111072318979e-05,1.3428045816492326e-05,6.307520122274127e-05,0.0005001947066643392,0.0,0.0,0.0
2020-08-23,0.9926022657589307,0.00031220206523344655,0.00018687363761285154,0.00640629685828488,0.0004476015272164109,3.245111072318979e-05,1.3428045816492326e-05,6.311732445538258e-05,0.0005315268135694879,0.0,0.0,0.0
2020-08-24,0.9925306495145761,0.00032003509195973375,0.00018799264143089256,0.006454414022460645,0.0004655055883050673,2.5737087814943625e-05,1.6785057270615407e-05,6.31511714236866e-05,0.0005438358555679392,0.0,0.0,0.0
2020-08-25,0.9924221061442262,0.0003625572370452928,0.00019246865670305668,0.006502531186636409,0.0004744576188493955,2.9094099269066708e-05,1.7904061088656435e-05,6.317672045576974e-05,0.0005583829052024725,0.0,0.0,0.0
2020-08-26,0.9923392998616911,0.0003737472752257031,0.0001980636757932618,0.006555124366084337,0.0004867666608478468,3.133210690514876e-05,1.6785057270615407e-05,6.31948374323752e-05,0.0005796439777452521,0.0,0.0,0.0
2020-08-27,0.99225425557152,0.00036927125995353896,0.00023722880942469776,0.006614431568440511,0.00047669562648547755,2.797509545102568e-05,2.1261072542779514e-05,6.32069059405862e-05,0.00057740597010917,0.0,0.0,0.0
2020-08-28,0.9921322841553535,0.000411793405039098,0.00024394283233294392,0.006681571797522973,0.00047893363412155964,3.133210690514876e-05,2.1261072542779514e-05,6.321445822004441e-05,0.0005807629815632931,0.0,0.0,0.0
2020-08-29,0.9920338118193659,0.00041067440122105695,0.00025737087814943624,0.006746474018969353,0.0004990757028462981,3.133210690514876e-05,2.2380076360820542e-05,6.321889797610084e-05,0.0006009050502880315,0.0,0.0,0.0
2020-08-30,0.9919442915139226,0.00040507938213085184,0.0002685609163298465,0.006804662217507486,0.0005203367753890776,3.580812217731287e-05,2.2380076360820542e-05,6.322135920237571e-05,0.0006277611419210162,0.0,0.0,0.0
2020-08-31,0.9918659612466598,0.0003916513363143595,0.00027079892396592855,0.006865088423681702,0.0005483118708401033,3.6927125995353894e-05,2.2380076360820542e-05,6.322265587440009e-05,0.0006568552411900829,0.0,0.0,0.0
2020-09-01,0.9917529418610377,0.0004196264317653852,0.0002685609163298465,0.0069478947062167375,0.0005483118708401033,4.028413744947698e-05,2.349908017886157e-05,6.32233368388631e-05,0.0006769973099148214,0.0,0.0,0.0
2020-09-02,0.9916477555021418,0.0004151504164932211,0.0002931790003267491,0.007013915931481159,0.0005650969281107187,4.028413744947698e-05,2.5737087814943625e-05,6.322376257502656e-05,0.0006803543213689445,0.0,0.0,0.0
2020-09-03,0.9915369741241558,0.0004073173897669339,0.00031891608814169276,0.007088889187289907,0.0005818819853813342,4.028413744947698e-05,2.6856091632984652e-05,6.322419461067916e-05,0.0007049724053658471,0.0,0.0,0.0
2020-09-04,0.9914004556583547,0.0004476015272164109,0.0003010120270530363,0.007143720374373917,0.0006344751648292624,4.4760152721641084e-05,2.9094099269066708e-05,6.322487993761738e-05,0.0007497325580874882,0.0,0.0,0.0
2020-09-05,0.9912796032460063,0.0004834096493937237,0.00027415593542005163,0.0072186936301826665,0.0006691642831885342,4.811716417576417e-05,2.797509545102568e-05,6.322612459092667e-05,0.0008079207566256216,0.0,0.0,0.0
2020-09-06,0.9911833689176548,0.0004453635195803288,0.00032339210341385683,0.007300380908899661,0.0006658072717344112,5.2593179447928274e-05,3.0213103087107732e-05,6.322835382906944e-05,0.0008056827489895395,0.0,0.0,0.0
2020-09-07,0.991080420566395,0.0004397685004901237,0.00033682014923034915,0.007368640141800164,0.0006837113328230675,5.930720235617444e-05,3.245111072318979e-05,6.323215462941589e-05,0.0008291818291684012,0.0,0.0,0.0
2020-09-08,0.9909271170433234,0.0004968376952102161,0.00031444007286952864,0.007457041443425405,0.0007116864282740933,5.930720235617444e-05,3.468911835927184e-05,6.323824991913546e-05,0.000863870947527673,0.0,0.0,0.0
2020-09-09,0.9907928365851584,0.0005147417562988725,0.00032339210341385683,0.007540966729778482,0.0007329475008168727,6.154520999225649e-05,3.468911835927184e-05,6.324745031949266e-05,0.0008963220582508628,0.0,0.0,0.0
2020-09-10,0.9906697461651739,0.0005080277333906263,0.0003424151683205543,0.007622654008495477,0.0007609225962678985,6.490222144637958e-05,3.245111072318979e-05,6.32605347999587e-05,0.0009198211384297243,0.0,0.0,0.0
2020-09-11,0.9905276326802827,0.0005147417562988725,0.00037262827140766203,0.007714412321574841,0.0007732316382663498,6.490222144637958e-05,3.3570114541230815e-05,6.327809428981424e-05,0.0009388442033364218,0.0,0.0,0.0
2020-09-12,0.9903765671648471,0.0005438358555679392,0.0003670332523174569,0.007793861592655754,0.0008168727871699498,6.714022908246163e-05,3.580812217731287e-05,6.330038183921504e-05,0.0009768903331498168,0.0,0.0,0.0
2020-09-13,0.9902780948288595,0.0005102657410267084,0.0003871753210421954,0.007891214924825323,0.000823586810078196,6.937823671854368e-05,4.1403141267518005e-05,6.332722524138986e-05,0.0010160554667812526,0.0,0.0,0.0
2020-09-14,0.9901617184317832,0.0005113847448447494,0.00036367624086333384,0.007991925268449015,0.0008549189169833447,7.609225962678985e-05,4.1403141267518005e-05,6.33580450317912e-05,0.0010440305622322784,0.0,0.0,0.0
2020-09-15,0.9899759637979885,0.0005695729433828828,0.0003670332523174569,0.008098230631162913,0.0008750609857080833,7.273524817266677e-05,4.252214508555903e-05,6.339199075430706e-05,0.0010787196805915502,0.0,0.0,0.0
2020-09-16,0.9898439213474597,0.0005863580006534982,0.0003826993057700313,0.008200059978604648,0.000862751943709632,8.168727871699498e-05,4.364114890360006e-05,6.34281362741285e-05,0.001070886653865263,0.0,0.0,0.0
2020-09-17,0.9896693567518452,0.0006311181533751394,0.00038829432486023644,0.00831307936422679,0.0008683469627998371,8.392528635307704e-05,4.699816035772314e-05,6.346564467116543e-05,0.0010932667302260834,0.0,0.0,0.0
2020-09-18,0.9895238862554999,0.0006232851266488521,0.00040507938213085184,0.00844400281093759,0.0008683469627998371,8.392528635307704e-05,5.2593179447928274e-05,6.350389375492073e-05,0.0011010997569523707,0.0,0.0,0.0
2020-09-19,0.9893437266407953,0.0006669262755524521,0.00041291240885713904,0.008557022196559735,0.0008840130162524114,7.944927108091293e-05,5.7069194720092384e-05,6.354247264392683e-05,0.0011066947760425758,0.0,0.0,0.0
2020-09-20,0.9892374212780815,0.0005997860464699906,0.00045207754248857495,0.008674517597454042,0.0008963220582508628,8.504429017111806e-05,5.595019090205136e-05,6.358112661866747e-05,0.0011346698714936015,0.0,0.0,0.0
2020-09-21,0.9891042598237345,0.0005595019090205136,0.00048005263793960063,0.008785298975440104,0.0009354871918822987,8.056827489895396e-05,5.595019090205136e-05,6.361973606224421e-05,0.001153692936400299,0.0,0.0,0.0
2020-09-22,0.9888659120104918,0.0006512602220998778,0.00045991056921486215,0.008898318361062248,0.000990318378966309,8.168727871699498e-05,5.3712183265969305e-05,6.36583781895659e-05,0.0012107621311203914,0.0,0.0,0.0
2020-09-23,0.9886432302507017,0.0007228764664545035,0.00045543455394269803,0.009002385716140064,0.0010395545469601142,8.280628253503601e-05,5.483118708401033e-05,6.369750893209877e-05,0.0012488082609337862,0.0,0.0,0.0
2020-09-24,0.9884485235863625,0.0007519705657235702,0.0004610295730329032,0.00915009422012148,0.0010507445851405245,8.392528635307704e-05,5.483118708401033e-05,6.373816647612319e-05,0.0012991634327456326,0.0,0.0,0.0
2020-09-25,0.9882258418265724,0.0007978497222632524,0.000493480683756093,0.009279898663014239,0.0010641726309570168,8.280628253503601e-05,5.7069194720092384e-05,6.378209393413072e-05,0.0012980444289275915,0.0,0.0,0.0
2020-09-26,0.9879662329407868,0.0008694659666178781,0.0005024327143004211,0.009396275060090505,0.001120122821859068,8.840130162524115e-05,5.8188198538133415e-05,6.383163279881578e-05,0.001356232627465725,0.0,0.0,0.0
2020-09-27,0.9877995013718986,0.0008146347795338677,0.0005494308746581444,0.009551816590798208,0.0011335508676755604,9.287731689740525e-05,5.930720235617444e-05,6.388938041895427e-05,0.001403230787823448,0.0,0.0,0.0
2020-09-28,0.9876115087304678,0.0008157537833519088,0.0005718109510189649,0.009698406090961582,0.001149216921128135,9.287731689740525e-05,6.154520999225649e-05,6.395762054198272e-05,0.0014200158450940635,0.0,0.0,0.0
2020-09-29,0.9873093776995967,0.0009287731689740526,0.0005650969281107187,0.009836043560580628,0.0012051671120301862,9.511532453348731e-05,6.154520999225649e-05,6.403782533078495e-05,0.0014647759978157046,0.0,0.0,0.0
2020-09-30,0.9870408167832668,0.000983604356058063,0.0006031430579241136,0.009981514056925963,0.001236499218935335,9.511532453348731e-05,6.0426206174215464e-05,6.413028960741788e-05,0.0014905130856306481,0.0,0.0,0.0
2020-10-01,0.9867565898134845,0.001025007497325581,0.0006534982297359598,0.010139293595269747,0.0012700693334765658,9.735333216956936e-05,5.930720235617444e-05,6.423414379803267e-05,0.0015453442727146585,0.0,0.0,0.0
2020-10-02,0.9864611728055216,0.0010854337034997964,0.0006814733251869856,0.010302668152703738,0.0013114724747440838,0.00010406735507781553,5.483118708401033e-05,6.434772044818566e-05,0.0015945804407084636,0.0,0.0,0.0
2020-10-03,0.9861388997059258,0.0011570499478544222,0.000701615393911724,0.010450376656685153,0.0013886837381889147,0.00010966237416802066,5.483118708401033e-05,6.446908679617497e-05,0.0016673156888811305,0.0,0.0,0.0
2020-10-04,0.9858591487514156,0.0011626449669446272,0.0007329475008168727,0.010611513206483061,0.0014625379901796224,0.00011413838944018477,5.8188198538133415e-05,6.45966275650728e-05,0.0017512409752342075,0.0,0.0,0.0
2020-10-05,0.985597301857994,0.0011301938562214373,0.0007888976917189241,0.010777125771553132,0.0015363922421703304,0.00011301938562214374,5.8188198538133415e-05,6.472939811520554e-05,0.0018318092501331614,0.0,0.0,0.0
2020-10-06,0.98521684055986,0.0012432132418435811,0.0008056827489895395,0.010956166382439696,0.0015956994445265047,0.00012644743143863606,5.7069194720092384e-05,6.486730434395851e-05,0.0019079015097599513,0.0,0.0,0.0
2020-10-07,0.984890091444992,0.0012510462685698684,0.0008448478826209755,0.01115646806586904,0.0016740297117893766,0.00012868543907471812,5.595019090205136e-05,6.501102817926264e-05,0.0020041358381114797,0.0,0.0,0.0
2020-10-08,0.9844995591124956,0.001321543509106453,0.000862751943709632,0.011338865688209729,0.0017926441165017255,0.00012644743143863606,5.930720235617444e-05,6.51618490679556e-05,0.0021171552237336235,0.0,0.0,0.0
2020-10-09,0.9841246928334519,0.0013786127038265454,0.0009108691078853961,0.01154700039836536,0.0018452372959496537,0.00013428045816492326,6.0426206174215464e-05,6.532147391717191e-05,0.0022122705482671107,0.0,0.0,0.0
2020-10-10,0.9836748532985995,0.0014737280283600327,0.0009813663484219807,0.011784229207790056,0.0018776884066728436,0.00014323248870925148,6.60212252644206e-05,6.549185048580187e-05,0.002270458746805244,0.0,0.0,0.0
2020-10-11,0.9832910349890114,0.0015397492536244534,0.0009086311002493141,0.012022577021032797,0.002022039899200136,0.00015106551543553866,6.60212252644206e-05,6.567493110943033e-05,0.0024092152202423315,0.0,0.0,0.0
2020-10-12,0.9829763151651874,0.0014678532583153174,0.0009953538961474937,0.012273233876273985,0.0020695975614668798,0.00014910725875396687,6.909848576403343e-05,6.587247338760288e-05,0.0024791529588698955,0.0,0.0,0.0
2020-10-13,0.9824957030253387,0.0015940209387994432,0.0010154959648722322,0.012547110060739526,0.0021213514880512774,0.00015330352307162072,7.301499912717702e-05,6.608579703214432e-05,0.0025647567509500344,0.0,0.0,0.0
2020-10-14,0.9820567737777122,0.0016536078921101278,0.0010641726309570168,0.012807837950343086,0.0021803789394529414,0.0001586187912073156,7.888976917189242e-05,6.631571281145087e-05,0.0026226651985336575,0.0,0.0,0.0
2020-10-15,0.9815870719250894,0.0017369736765541844,0.0010901894697264707,0.013070803847582729,0.0022707384977597544,0.00016001754597986688,8.420503730758729e-05,6.656256178383399e-05,0.002715822266385573,0.0,0.0,0.0
2020-10-16,0.9811053407814228,0.0018155836947715666,0.0011405446415383169,0.013337966009140024,0.0023431939949779108,0.00016729107079713356,9.06393092613232e-05,6.682627709996157e-05,0.002804223568010814,0.0,0.0,0.0
2020-10-17,0.9805998308066227,0.0018720933875826385,0.0012194344107102093,0.013637859032375018,0.002399703687788983,0.00017400509370537972,9.735333216956936e-05,6.710658275145816e-05,0.0029001781454078323,0.0,0.0,0.0
2020-10-18,0.9801592230532691,0.0018578260889026154,0.0012759441035212812,0.013928800025065686,0.002498176023776593,0.00017848110897754384,0.00010154959648722322,6.740303044861556e-05,0.0029944542170777886,0.0,0.0,0.0
2020-10-19,0.9796783311624659,0.0018958722187160102,0.0013025204441997557,0.014224217033028516,0.002610076405580696,0.00018743313952187206,0.00010210909839624373,6.771489917657153e-05,0.003121181399470935,0.0,0.0,0.0
2020-10-20,0.979025392434639,0.0020788293429657182,0.0013472805969213966,0.014540335611625106,0.0027032334734326115,0.00019974218152032334,0.00010546610985036681,6.804114508217236e-05,0.0032487478347276123,0.0,0.0,0.0
2020-10-21,0.9784158151047612,0.002182057445180003,0.0014068675502320815,0.01488191152708213,0.002802824813238263,0.00020505744965601823,0.00010630536271389758,6.838030526075251e-05,0.003370999001848594,0.0,0.0,0.0
2020-10-22,0.9777642751317067,0.0023079453747096184,0.001475126783132584,0.015210339147677172,0.0029150049459968756,0.00021624748783642848,0.0001113408798950822,6.87310167552725e-05,0.0034884944027429024,0.0,0.0,0.0
2020-10-23,0.9770808435498382,0.0024380295685568877,0.001544784770805638,0.015565902610859708,0.003033059848800204,0.0002226817597901644,0.0001152573932582258,6.90928255861293e-05,0.003639559918178441,0.0,0.0,0.0
2020-10-24,0.9763423010299311,0.0025974876126277345,0.001617799769932815,0.015922585077860287,0.00317013781651023,0.0002291160317439003,0.00012113216330294119,6.946734590334793e-05,0.0037836316597512232,0.0,0.0,0.0
2020-10-25,0.9757316046962352,0.0025658757547680753,0.0017269026421918151,0.016317313674674257,0.0032918294817221917,0.00023918706610626955,0.00012728668430216685,6.985942698220733e-05,0.003955958247729542,0.0,0.0,0.0
2020-10-26,0.9750381020800043,0.0026456047768034984,0.0017730615496860075,0.01672407156253217,0.003441496242385179,0.000247299843787067,0.00013064369575628993,7.027793181284066e-05,0.004122410065663144,0.0,0.0,0.0
